GET ATOMIC IMAGES OF A CHOSEN RESOLUTION

input file of scattering factors :
    MX_wk1995_6.SF
truncation radius          11.0000
distance grid step          0.0010
resolution cut-off          1.0000
resolution grid number   2000
temperature factor          0.0000
number of atomic types      7
following atomic types are chosen :
    C    N    O    P    S    Fe   Au  

scattering factors file. First line:
following wk1995.cpp from Phenix

table of scattering factors contains data for  213  atomic types
    6 -Gaussian approximation is used
identified positions in the table
    7    8    9   16   17   27   80

     N     dist       C              N              O              P              S              Fe             Au             
  3780     3.7800       -0.00773680    -0.00833827    -0.00956210    -0.03009779    -0.03222713    -0.04908918    -0.21530430
  3781     3.7810       -0.00796249    -0.00859897    -0.00987795    -0.03099734    -0.03317146    -0.05064391    -0.22160794
  3782     3.7820       -0.00818763    -0.00885905    -0.01019308    -0.03189472    -0.03411349    -0.05219499    -0.22789614
  3783     3.7830       -0.00841222    -0.00911851    -0.01050747    -0.03278988    -0.03505316    -0.05374235    -0.23416869
  3784     3.7840       -0.00863623    -0.00937733    -0.01082112    -0.03368279    -0.03599046    -0.05528593    -0.24042535
  3785     3.7850       -0.00885966    -0.00963551    -0.01113400    -0.03457343    -0.03692534    -0.05682570    -0.24666588
  3786     3.7860       -0.00908251    -0.00989304    -0.01144612    -0.03546175    -0.03785778    -0.05836157    -0.25289007
  3787     3.7870       -0.00930476    -0.01014990    -0.01175745    -0.03634773    -0.03878772    -0.05989351    -0.25909768
  3788     3.7880       -0.00952641    -0.01040610    -0.01206799    -0.03723134    -0.03971516    -0.06142146    -0.26528849
  3789     3.7890       -0.00974745    -0.01066161    -0.01237772    -0.03811253    -0.04064004    -0.06294535    -0.27146227
  3790     3.7900       -0.00996788    -0.01091643    -0.01268663    -0.03899129    -0.04156234    -0.06446513    -0.27761880
  3791     3.7910       -0.01018768    -0.01117054    -0.01299472    -0.03986757    -0.04248201    -0.06598076    -0.28375786
  3792     3.7920       -0.01040684    -0.01142395    -0.01330197    -0.04074135    -0.04339904    -0.06749216    -0.28987922
  3793     3.7930       -0.01062536    -0.01167664    -0.01360837    -0.04161259    -0.04431339    -0.06899929    -0.29598266
  3794     3.7940       -0.01084323    -0.01192861    -0.01391391    -0.04248127    -0.04522501    -0.07050210    -0.30206796
  3795     3.7950       -0.01106044    -0.01217983    -0.01421857    -0.04334735    -0.04613389    -0.07200052    -0.30813491
  3796     3.7960       -0.01127699    -0.01243031    -0.01452235    -0.04421079    -0.04703998    -0.07349451    -0.31418327
  3797     3.7970       -0.01149286    -0.01268004    -0.01482524    -0.04507158    -0.04794326    -0.07498401    -0.32021284
  3798     3.7980       -0.01170805    -0.01292900    -0.01512722    -0.04592968    -0.04884369    -0.07646896    -0.32622340
  3799     3.7990       -0.01192256    -0.01317719    -0.01542828    -0.04678505    -0.04974123    -0.07794932    -0.33221473
  3800     3.8000       -0.01213636    -0.01342459    -0.01572842    -0.04763766    -0.05063587    -0.07942503    -0.33818661
  3801     3.8010       -0.01234946    -0.01367120    -0.01602762    -0.04848750    -0.05152756    -0.08089603    -0.34413884
  3802     3.8020       -0.01256185    -0.01391702    -0.01632587    -0.04933452    -0.05241627    -0.08236227    -0.35007119
  3803     3.8030       -0.01277352    -0.01416202    -0.01662315    -0.05017869    -0.05330198    -0.08382371    -0.35598347
  3804     3.8040       -0.01298447    -0.01440621    -0.01691947    -0.05101999    -0.05418464    -0.08528029    -0.36187545
  3805     3.8050       -0.01319468    -0.01464957    -0.01721481    -0.05185838    -0.05506423    -0.08673195    -0.36774692
  3806     3.8060       -0.01340414    -0.01489210    -0.01750916    -0.05269384    -0.05594072    -0.08817865    -0.37359769
  3807     3.8070       -0.01361286    -0.01513378    -0.01780250    -0.05352634    -0.05681408    -0.08962032    -0.37942753
  3808     3.8080       -0.01382082    -0.01537462    -0.01809483    -0.05435584    -0.05768427    -0.09105694    -0.38523625
  3809     3.8090       -0.01402801    -0.01561459    -0.01838614    -0.05518232    -0.05855127    -0.09248843    -0.39102364
  3810     3.8100       -0.01423444    -0.01585369    -0.01867641    -0.05600574    -0.05941504    -0.09391475    -0.39678948
  3811     3.8110       -0.01444008    -0.01609191    -0.01896564    -0.05682608    -0.06027555    -0.09533585    -0.40253359
  3812     3.8120       -0.01464494    -0.01632925    -0.01925382    -0.05764331    -0.06113277    -0.09675168    -0.40825575
  3813     3.8130       -0.01484900    -0.01656569    -0.01954093    -0.05845740    -0.06198668    -0.09816218    -0.41395577
  3814     3.8140       -0.01505227    -0.01680123    -0.01982697    -0.05926833    -0.06283724    -0.09956732    -0.41963344
  3815     3.8150       -0.01525472    -0.01703586    -0.02011192    -0.06007605    -0.06368442    -0.10096704    -0.42528856
  3816     3.8160       -0.01545636    -0.01726957    -0.02039577    -0.06088055    -0.06452820    -0.10236128    -0.43092094
  3817     3.8170       -0.01565718    -0.01750235    -0.02067853    -0.06168180    -0.06536854    -0.10375001    -0.43653038
  3818     3.8180       -0.01585717    -0.01773419    -0.02096017    -0.06247977    -0.06620541    -0.10513316    -0.44211669
  3819     3.8190       -0.01605633    -0.01796509    -0.02124068    -0.06327442    -0.06703879    -0.10651071    -0.44767966
  3820     3.8200       -0.01625464    -0.01819504    -0.02152006    -0.06406574    -0.06786864    -0.10788258    -0.45321910
  3821     3.8210       -0.01645210    -0.01842403    -0.02179829    -0.06485370    -0.06869494    -0.10924875    -0.45873483
  3822     3.8220       -0.01664871    -0.01865205    -0.02207537    -0.06563826    -0.06951766    -0.11060915    -0.46422664
  3823     3.8230       -0.01684445    -0.01887910    -0.02235129    -0.06641941    -0.07033677    -0.11196375    -0.46969435
  3824     3.8240       -0.01703932    -0.01910516    -0.02262603    -0.06719710    -0.07115223    -0.11331249    -0.47513778
  3825     3.8250       -0.01723331    -0.01933023    -0.02289959    -0.06797133    -0.07196404    -0.11465533    -0.48055672
  3826     3.8260       -0.01742642    -0.01955429    -0.02317196    -0.06874205    -0.07277214    -0.11599222    -0.48595100
  3827     3.8270       -0.01761864    -0.01977736    -0.02344312    -0.06950925    -0.07357653    -0.11732311    -0.49132042
  3828     3.8280       -0.01780997    -0.01999940    -0.02371308    -0.07027289    -0.07437716    -0.11864797    -0.49666481
  3829     3.8290       -0.01800039    -0.02022043    -0.02398181    -0.07103295    -0.07517401    -0.11996674    -0.50198398
  3830     3.8300       -0.01818990    -0.02044042    -0.02424931    -0.07178941    -0.07596706    -0.12127937    -0.50727774
  3831     3.8310       -0.01837849    -0.02065937    -0.02451558    -0.07254224    -0.07675628    -0.12258583    -0.51254592
  3832     3.8320       -0.01856616    -0.02087728    -0.02478059    -0.07329141    -0.07754164    -0.12388607    -0.51778834
  3833     3.8330       -0.01875290    -0.02109414    -0.02504435    -0.07403690    -0.07832311    -0.12518004    -0.52300481
  3834     3.8340       -0.01893870    -0.02130993    -0.02530684    -0.07477868    -0.07910067    -0.12646771    -0.52819517
  3835     3.8350       -0.01912357    -0.02152466    -0.02556806    -0.07551672    -0.07987429    -0.12774901    -0.53335922
  3836     3.8360       -0.01930748    -0.02173831    -0.02582799    -0.07625101    -0.08064394    -0.12902392    -0.53849680
  3837     3.8370       -0.01949044    -0.02195088    -0.02608663    -0.07698152    -0.08140960    -0.13029239    -0.54360774
  3838     3.8380       -0.01967244    -0.02216236    -0.02634396    -0.07770821    -0.08217124    -0.13155437    -0.54869185
  3839     3.8390       -0.01985347    -0.02237275    -0.02659999    -0.07843108    -0.08292884    -0.13280982    -0.55374898
  3840     3.8400       -0.02003353    -0.02258203    -0.02685469    -0.07915008    -0.08368238    -0.13405870    -0.55877894
  3841     3.8410       -0.02021261    -0.02279020    -0.02710807    -0.07986521    -0.08443181    -0.13530097    -0.56378157
  3842     3.8420       -0.02039070    -0.02299725    -0.02736011    -0.08057643    -0.08517713    -0.13653659    -0.56875671
  3843     3.8430       -0.02056781    -0.02320317    -0.02761080    -0.08128372    -0.08591831    -0.13776551    -0.57370417
  3844     3.8440       -0.02074391    -0.02340796    -0.02786014    -0.08198706    -0.08665531    -0.13898769    -0.57862381
  3845     3.8450       -0.02091902    -0.02361162    -0.02810812    -0.08268642    -0.08738812    -0.14020309    -0.58351545
  3846     3.8460       -0.02109311    -0.02381413    -0.02835473    -0.08338178    -0.08811672    -0.14141168    -0.58837894
  3847     3.8470       -0.02126619    -0.02401548    -0.02859995    -0.08407312    -0.08884107    -0.14261340    -0.59321410
  3848     3.8480       -0.02143825    -0.02421568    -0.02884380    -0.08476041    -0.08956115    -0.14380823    -0.59802079
  3849     3.8490       -0.02160929    -0.02441471    -0.02908624    -0.08544364    -0.09027695    -0.14499611    -0.60279883
  3850     3.8500       -0.02177929    -0.02461257    -0.02932728    -0.08612277    -0.09098843    -0.14617702    -0.60754808
  3851     3.8510       -0.02194825    -0.02480925    -0.02956691    -0.08679779    -0.09169557    -0.14735091    -0.61226838
  3852     3.8520       -0.02211618    -0.02500475    -0.02980512    -0.08746868    -0.09239835    -0.14851774    -0.61695957
  3853     3.8530       -0.02228305    -0.02519905    -0.03004191    -0.08813540    -0.09309675    -0.14967748    -0.62162149
  3854     3.8540       -0.02244887    -0.02539215    -0.03027726    -0.08879795    -0.09379075    -0.15083008    -0.62625400
  3855     3.8550       -0.02261363    -0.02558405    -0.03051116    -0.08945630    -0.09448031    -0.15197552    -0.63085695
  3856     3.8560       -0.02277733    -0.02577474    -0.03074362    -0.09011042    -0.09516543    -0.15311374    -0.63543017
  3857     3.8570       -0.02293996    -0.02596421    -0.03097461    -0.09076030    -0.09584606    -0.15424472    -0.63997354
  3858     3.8580       -0.02310151    -0.02615246    -0.03120414    -0.09140592    -0.09652221    -0.15536841    -0.64448688
  3859     3.8590       -0.02326198    -0.02633948    -0.03143220    -0.09204724    -0.09719383    -0.15648479    -0.64897008
  3860     3.8600       -0.02342137    -0.02652526    -0.03165878    -0.09268427    -0.09786092    -0.15759381    -0.65342296
  3861     3.8610       -0.02357966    -0.02670980    -0.03188387    -0.09331696    -0.09852345    -0.15869543    -0.65784541
  3862     3.8620       -0.02373686    -0.02689309    -0.03210746    -0.09394531    -0.09918139    -0.15978963    -0.66223726
  3863     3.8630       -0.02389296    -0.02707513    -0.03232955    -0.09456929    -0.09983473    -0.16087637    -0.66659838
  3864     3.8640       -0.02404795    -0.02725591    -0.03255013    -0.09518888    -0.10048345    -0.16195561    -0.67092864
  3865     3.8650       -0.02420183    -0.02743543    -0.03276919    -0.09580406    -0.10112752    -0.16302732    -0.67522788
  3866     3.8660       -0.02435460    -0.02761367    -0.03298673    -0.09641482    -0.10176692    -0.16409146    -0.67949599
  3867     3.8670       -0.02450625    -0.02779064    -0.03320274    -0.09702113    -0.10240165    -0.16514800    -0.68373281
  3868     3.8680       -0.02465677    -0.02796632    -0.03341721    -0.09762297    -0.10303166    -0.16619690    -0.68793823
  3869     3.8690       -0.02480616    -0.02814072    -0.03363014    -0.09822033    -0.10365695    -0.16723814    -0.69211209
  3870     3.8700       -0.02495442    -0.02831383    -0.03384151    -0.09881319    -0.10427750    -0.16827168    -0.69625428
  3871     3.8710       -0.02510153    -0.02848563    -0.03405132    -0.09940152    -0.10489328    -0.16929748    -0.70036467
  3872     3.8720       -0.02524751    -0.02865613    -0.03425958    -0.09998531    -0.10550427    -0.17031552    -0.70444312
